"id"	"station_name"	"line_id"	"sequence"	"longitude"	"latitude"	"is_transfer"	"transfer_count"	"status"	"created_at"	"updated_at"
"383"	"花果山公园"	"900000043871"	"7"	"113.218389"	"23.387119"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"384"	"花城路"	"900000043871"	"8"	"113.21274"	"23.379622"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"385"	"广州北站"	"900000043871"	"9"	"113.201568"	"23.376419"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"386"	"花都汽车城"	"900000043871"	"10"	"113.180367"	"23.379671"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"387"	"飞鹅岭"	"900000043871"	"11"	"113.155127"	"23.378345"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"388"	"沥滘"	"440100023044"	"1"	"113.319228"	"23.054798"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"389"	"南洲"	"440100023044"	"2"	"113.297449"	"23.064732"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"390"	"石溪"	"440100023044"	"3"	"113.285951"	"23.067937"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"391"	"燕岗"	"440100023044"	"4"	"113.271988"	"23.075142"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"392"	"沙园"	"440100023044"	"5"	"113.260586"	"23.088614"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"393"	"沙涌"	"440100023044"	"6"	"113.246755"	"23.083097"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"394"	"鹤洞"	"440100023044"	"7"	"113.240153"	"23.072495"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"395"	"西塱"	"440100023044"	"8"	"113.232521"	"23.066789"	"1"	"3"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"396"	"菊树"	"440100023044"	"9"	"113.212863"	"23.065868"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"397"	"龙溪"	"440100023044"	"10"	"113.192391"	"23.066029"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"398"	"金融高新区"	"440100023044"	"11"	"113.158548"	"23.065814"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"399"	"千灯湖"	"440100023044"	"12"	"113.155356"	"23.054818"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"400"	"礌岗"	"440100023044"	"13"	"113.155426"	"23.042607"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"401"	"南桂路"	"440100023044"	"14"	"113.154139"	"23.034167"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"402"	"桂城"	"440100023044"	"15"	"113.141432"	"23.031674"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"403"	"朝安"	"440100023044"	"16"	"113.133537"	"23.027676"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"404"	"普君北路"	"440100023044"	"17"	"113.12224"	"23.027678"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"405"	"祖庙"	"440100023044"	"18"	"113.112099"	"23.027073"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"406"	"同济路"	"440100023044"	"19"	"113.108503"	"23.019222"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"407"	"季华园"	"440100023044"	"20"	"113.108544"	"23.007157"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"408"	"魁奇路"	"440100023044"	"21"	"113.108615"	"22.993786"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"409"	"澜石"	"440100023044"	"22"	"113.107107"	"22.983985"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"410"	"世纪莲"	"440100023044"	"23"	"113.114917"	"22.965147"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"411"	"东平"	"440100023044"	"24"	"113.12919"	"22.965266"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"412"	"新城东"	"440100023044"	"25"	"113.140657"	"22.958811"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
