"id"	"station_name"	"line_id"	"sequence"	"longitude"	"latitude"	"is_transfer"	"transfer_count"	"status"	"created_at"	"updated_at"
"204"	"石牌桥"	"440100023034"	"5"	"113.332124"	"23.133135"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"205"	"体育西路"	"440100023034"	"6"	"113.321503"	"23.131138"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"206"	"珠江新城"	"440100023034"	"7"	"113.321202"	"23.119366"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"207"	"广州塔"	"440100023034"	"8"	"113.323464"	"23.106483"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"208"	"客村"	"440100023034"	"9"	"113.320331"	"23.096197"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"209"	"大塘"	"440100023034"	"10"	"113.321676"	"23.078019"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"210"	"沥滘"	"440100023034"	"11"	"113.319228"	"23.054798"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"211"	"厦滘"	"440100023034"	"12"	"113.320837"	"23.038007"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"212"	"大石"	"440100023034"	"13"	"113.321744"	"23.017761"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"213"	"汉溪长隆"	"440100023034"	"14"	"113.329955"	"22.992812"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"214"	"市桥"	"440100023034"	"15"	"113.361726"	"22.949743"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"215"	"番禺广场"	"440100023034"	"16"	"113.385642"	"22.935482"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"216"	"傍江"	"440100023034"	"17"	"113.409637"	"22.936782"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"217"	"石碁南"	"440100023034"	"18"	"113.439881"	"22.938109"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"218"	"海涌路"	"440100023034"	"19"	"113.457735"	"22.942013"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"219"	"海傍"	"440100023034"	"20"	"113.476197"	"22.940535"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"220"	"机场北(2号航站楼)"	"440100023031"	"1"	"113.30514"	"23.395529"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"221"	"机场南(1号航站楼)"	"440100023031"	"2"	"113.303021"	"23.386415"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"222"	"高增"	"440100023031"	"3"	"113.295504"	"23.355162"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"223"	"人和"	"440100023031"	"4"	"113.295995"	"23.335224"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"224"	"龙归"	"440100023031"	"5"	"113.300834"	"23.288736"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"225"	"嘉禾望岗"	"440100023031"	"6"	"113.289243"	"23.23746"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"226"	"白云大道北"	"440100023031"	"7"	"113.29748"	"23.222149"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"227"	"永泰"	"440100023031"	"8"	"113.306235"	"23.219881"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"228"	"同和"	"440100023031"	"9"	"113.326264"	"23.19706"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"229"	"京溪南方医院"	"440100023031"	"10"	"113.326126"	"23.185225"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"230"	"梅花园"	"440100023031"	"11"	"113.320408"	"23.175098"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"231"	"燕塘"	"440100023031"	"12"	"113.327058"	"23.160257"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"232"	"广州东站"	"440100023031"	"13"	"113.324493"	"23.151077"	"1"	"3"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"233"	"林和西"	"440100023031"	"14"	"113.323902"	"23.141363"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"234"	"体育西路"	"440100023031"	"15"	"113.321503"	"23.131138"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"235"	"黄村"	"440100023035"	"1"	"113.40705"	"23.132086"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"236"	"车陂"	"440100023035"	"2"	"113.395583"	"23.124279"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"237"	"车陂南"	"440100023035"	"3"	"113.390007"	"23.115856"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"238"	"万胜围"	"440100023035"	"4"	"113.38456"	"23.097759"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"239"	"官洲"	"440100023035"	"5"	"113.376846"	"23.066862"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"240"	"大学城北"	"440100023035"	"6"	"113.385795"	"23.057937"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"241"	"大学城南"	"440100023035"	"7"	"113.400478"	"23.043408"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"242"	"新造"	"440100023035"	"8"	"113.415714"	"23.028182"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"243"	"官桥"	"440100023035"	"9"	"113.444493"	"22.980951"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"244"	"石碁"	"440100023035"	"10"	"113.465225"	"22.957185"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"245"	"海傍"	"440100023035"	"11"	"113.475352"	"22.939553"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"246"	"低涌"	"440100023035"	"12"	"113.484818"	"22.919463"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"247"	"东涌"	"440100023035"	"13"	"113.478955"	"22.885577"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"248"	"庆盛"	"440100023035"	"14"	"113.490456"	"22.866999"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"249"	"黄阁汽车城"	"440100023035"	"15"	"113.509719"	"22.835812"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"250"	"黄阁"	"440100023035"	"16"	"113.518768"	"22.824736"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"251"	"蕉门"	"440100023035"	"17"	"113.527502"	"22.800704"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"252"	"金洲"	"440100023035"	"18"	"113.538886"	"22.792178"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"253"	"飞沙角"	"440100023035"	"19"	"113.540758"	"22.781854"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"254"	"广隆"	"440100023035"	"20"	"113.540728"	"22.772143"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"255"	"大涌"	"440100023035"	"21"	"113.555975"	"22.759076"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"256"	"塘坑"	"440100023035"	"22"	"113.573064"	"22.753098"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"257"	"南横"	"440100023035"	"23"	"113.594381"	"22.747885"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"258"	"南沙客运港"	"440100023035"	"24"	"113.610968"	"22.766988"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"259"	"滘口"	"440100023037"	"1"	"113.20844"	"23.113796"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"260"	"坦尾"	"440100023037"	"2"	"113.218387"	"23.125234"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"261"	"中山八"	"440100023037"	"3"	"113.233357"	"23.126307"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"262"	"西场"	"440100023037"	"4"	"113.238056"	"23.137381"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"263"	"西村"	"440100023037"	"5"	"113.242125"	"23.142222"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"264"	"广州火车站"	"440100023037"	"6"	"113.25717"	"23.147864"	"1"	"3"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"265"	"小北"	"440100023037"	"7"	"113.276905"	"23.139424"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"266"	"淘金"	"440100023037"	"8"	"113.286561"	"23.136378"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"267"	"区庄"	"440100023037"	"9"	"113.296681"	"23.134486"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"268"	"动物园"	"440100023037"	"10"	"113.307292"	"23.134713"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"269"	"杨箕"	"440100023037"	"11"	"113.30779"	"23.127004"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"270"	"五羊邨"	"440100023037"	"12"	"113.314249"	"23.119843"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"271"	"珠江新城"	"440100023037"	"13"	"113.321202"	"23.119366"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"272"	"猎德"	"440100023037"	"14"	"113.332105"	"23.118539"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"273"	"潭村"	"440100023037"	"15"	"113.345949"	"23.117366"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"274"	"员村"	"440100023037"	"16"	"113.363756"	"23.115515"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"275"	"科韵路"	"440100023037"	"17"	"113.377215"	"23.11928"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"276"	"车陂南"	"440100023037"	"18"	"113.390007"	"23.115856"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"277"	"东圃"	"440100023037"	"19"	"113.401562"	"23.109392"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"278"	"三溪"	"440100023037"	"20"	"113.415784"	"23.104098"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"279"	"鱼珠"	"440100023037"	"21"	"113.432281"	"23.100343"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"280"	"大沙地"	"440100023037"	"22"	"113.446074"	"23.103227"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"281"	"大沙东"	"440100023037"	"23"	"113.458515"	"23.106216"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"282"	"文冲"	"440100023037"	"24"	"113.469004"	"23.103796"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"283"	"双沙"	"440100023037"	"25"	"113.484289"	"23.097877"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"284"	"庙头"	"440100023037"	"26"	"113.502726"	"23.084731"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"285"	"夏园"	"440100023037"	"27"	"113.518376"	"23.082901"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"286"	"保盈大道"	"440100023037"	"28"	"113.526056"	"23.074279"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"287"	"夏港"	"440100023037"	"29"	"113.525278"	"23.063541"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"288"	"黄埔新港"	"440100023037"	"30"	"113.524819"	"23.052347"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"289"	"浔峰岗"	"440100023054"	"1"	"113.201941"	"23.16411"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"290"	"横沙"	"440100023054"	"2"	"113.206791"	"23.158187"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"291"	"沙贝"	"440100023054"	"3"	"113.211301"	"23.152323"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"292"	"河沙"	"440100023054"	"4"	"113.217405"	"23.135576"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"293"	"坦尾"	"440100023054"	"5"	"113.218387"	"23.125234"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"294"	"如意坊"	"440100023054"	"6"	"113.23111"	"23.115164"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"295"	"黄沙"	"440100023054"	"7"	"113.240924"	"23.109215"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"296"	"文化公园"	"440100023054"	"8"	"113.249954"	"23.10898"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"297"	"一德路"	"440100023054"	"9"	"113.257558"	"23.112836"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"298"	"海珠广场"	"440100023054"	"10"	"113.265802"	"23.115234"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"299"	"北京路"	"440100023054"	"11"	"113.270327"	"23.118762"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"300"	"团一大广场"	"440100023054"	"12"	"113.278266"	"23.118111"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"301"	"东湖"	"440100023054"	"13"	"113.288583"	"23.115102"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"302"	"东山口"	"440100023054"	"14"	"113.295236"	"23.123351"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"303"	"区庄"	"440100023054"	"15"	"113.297119"	"23.133892"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"304"	"黄花岗"	"440100023054"	"16"	"113.299907"	"23.141128"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"305"	"沙河顶"	"440100023054"	"17"	"113.306967"	"23.147276"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"306"	"沙河"	"440100023054"	"18"	"113.312753"	"23.152429"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"307"	"天平架"	"440100023054"	"19"	"113.321353"	"23.159525"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"308"	"燕塘"	"440100023054"	"20"	"113.327058"	"23.160257"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"309"	"天河客运站"	"440100023054"	"21"	"113.343986"	"23.171175"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"310"	"长湴"	"440100023054"	"22"	"113.349324"	"23.178369"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"311"	"植物园"	"440100023054"	"23"	"113.365686"	"23.190164"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"312"	"龙洞"	"440100023054"	"24"	"113.37752"	"23.19096"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"313"	"柯木塱"	"440100023054"	"25"	"113.396602"	"23.193521"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"314"	"高塘石"	"440100023054"	"26"	"113.410408"	"23.191057"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"315"	"黄陂"	"440100023054"	"27"	"113.433738"	"23.188379"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"316"	"金峰"	"440100023054"	"28"	"113.451071"	"23.181316"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"317"	"暹岗"	"440100023054"	"29"	"113.460177"	"23.172296"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"318"	"苏元"	"440100023054"	"30"	"113.468679"	"23.17096"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"319"	"萝岗"	"440100023054"	"31"	"113.481099"	"23.175589"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"320"	"香雪"	"440100023054"	"32"	"113.501224"	"23.172382"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"321"	"美的大道"	"900000043743"	"1"	"113.207767"	"22.944766"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"322"	"北滘公园"	"900000043743"	"2"	"113.212092"	"22.93005"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"323"	"美的"	"900000043743"	"3"	"113.226867"	"22.933506"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"324"	"南涌"	"900000043743"	"4"	"113.238172"	"22.939321"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"325"	"锦龙"	"900000043743"	"5"	"113.2415"	"22.953137"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"326"	"陈村"	"900000043743"	"6"	"113.236869"	"22.967991"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"327"	"陈村北"	"900000043743"	"7"	"113.245244"	"22.976123"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"328"	"大洲"	"900000043743"	"8"	"113.257295"	"22.983794"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"329"	"广州南站"	"900000043743"	"9"	"113.269815"	"22.988773"	"1"	"3"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"330"	"石壁"	"900000043743"	"10"	"113.278989"	"22.994149"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"331"	"谢村"	"900000043743"	"11"	"113.295832"	"22.990579"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"332"	"钟村"	"900000043743"	"12"	"113.316552"	"22.986726"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"333"	"汉溪长隆"	"900000043743"	"13"	"113.330164"	"22.993965"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"334"	"南村万博"	"900000043743"	"14"	"113.347555"	"23.004789"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"335"	"员岗"	"900000043743"	"15"	"113.365641"	"23.015962"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"336"	"板桥"	"900000043743"	"16"	"113.388139"	"23.016845"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"337"	"大学城南"	"900000043743"	"17"	"113.400478"	"23.043408"	"1"	"2"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"338"	"深井"	"900000043743"	"18"	"113.409559"	"23.068711"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"339"	"长洲"	"900000043743"	"19"	"113.429383"	"23.076198"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"340"	"洪圣沙"	"900000043743"	"20"	"113.443842"	"23.082568"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"341"	"裕丰围"	"900000043743"	"21"	"113.455795"	"23.094844"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"342"	"大沙东"	"900000043743"	"22"	"113.457392"	"23.10674"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"343"	"姬堂"	"900000043743"	"23"	"113.455914"	"23.132126"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"344"	"加庄"	"900000043743"	"24"	"113.460106"	"23.14783"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"345"	"科丰路"	"900000043743"	"25"	"113.466111"	"23.162857"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"346"	"萝岗"	"900000043743"	"26"	"113.481948"	"23.17656"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"347"	"水西"	"900000043743"	"27"	"113.47878"	"23.187489"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"348"	"燕山"	"900000043743"	"28"	"113.474809"	"23.195084"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"349"	"万胜围"	"440100023048"	"1"	"113.38456"	"23.097759"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"350"	"琶洲"	"440100023048"	"2"	"113.3667"	"23.098516"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"351"	"新港东"	"440100023048"	"3"	"113.35701"	"23.098722"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"352"	"磨碟沙"	"440100023048"	"4"	"113.341271"	"23.098656"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"353"	"赤岗"	"440100023048"	"5"	"113.334621"	"23.096548"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"354"	"客村"	"440100023048"	"6"	"113.320331"	"23.096197"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"355"	"鹭江"	"440100023048"	"7"	"113.308219"	"23.095331"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"356"	"中大"	"440100023048"	"8"	"113.292863"	"23.092124"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"357"	"晓港"	"440100023048"	"9"	"113.281883"	"23.093066"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"358"	"昌岗"	"440100023048"	"10"	"113.276196"	"23.090089"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"359"	"宝岗大道"	"440100023048"	"11"	"113.2697"	"23.086027"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"360"	"沙园"	"440100023048"	"12"	"113.260584"	"23.088625"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"361"	"凤凰新村"	"440100023048"	"13"	"113.255994"	"23.094705"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"362"	"同福西"	"440100023048"	"14"	"113.252372"	"23.101689"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"363"	"文化公园"	"440100023048"	"15"	"113.249954"	"23.10898"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"364"	"华林寺"	"440100023048"	"16"	"113.247232"	"23.117839"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"365"	"陈家祠"	"440100023048"	"17"	"113.246541"	"23.127034"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"366"	"彩虹桥"	"440100023048"	"18"	"113.245314"	"23.133892"	"1"	"3"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"367"	"西村"	"440100023048"	"19"	"113.241929"	"23.141086"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"368"	"鹅掌坦"	"440100023048"	"20"	"113.235802"	"23.156818"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"369"	"同德"	"440100023048"	"21"	"113.234705"	"23.163525"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"370"	"上步"	"440100023048"	"22"	"113.235759"	"23.170978"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"371"	"聚龙"	"440100023048"	"23"	"113.238723"	"23.181111"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"372"	"石潭"	"440100023048"	"24"	"113.24101"	"23.187843"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"373"	"小坪"	"440100023048"	"25"	"113.243052"	"23.200518"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"374"	"石井"	"440100023048"	"26"	"113.231799"	"23.211101"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"375"	"亭岗"	"440100023048"	"27"	"113.219962"	"23.222616"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"376"	"滘心"	"440100023048"	"28"	"113.216982"	"23.236888"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"377"	"高增"	"900000043871"	"1"	"113.295504"	"23.355162"	"1"	"1"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"378"	"清塘"	"900000043871"	"2"	"113.262858"	"23.372206"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"379"	"清布"	"900000043871"	"3"	"113.250989"	"23.378122"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"380"	"莲塘"	"900000043871"	"4"	"113.245149"	"23.389101"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"381"	"马鞍山公园"	"900000043871"	"5"	"113.237792"	"23.399457"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
"382"	"花都广场"	"900000043871"	"6"	"113.222628"	"23.401307"	"0"	"0"	"1"	"5/5/2026 11:06:29"	"5/5/2026 11:06:29"
